Name	latitude	longitude	in_evidence	in_evidence_description	storytelling_path	storytelling_path_description	Type	Note	Date	Year	Alpinist	Guide	Expedition_members	Reference	altitude_span	altitude	SOIUSA	SOIUSA_Grande_Parte	SOIUSA_Grande_Settore	SOIUSA_Sezione	SOIUSA_Sottosezione	SOIUSA_Supergruppo	SOIUSA_Gruppo	SOIUSA_Sottogruppo	SOIUSA_Codice
Cima Altissima	46.765547	11.022203	FALSE				First absolute ascent		1858	1858	J. Ganahl		J. Ganahl		3000	3480	Alpi Orientali > Alpi Centro-orientali > Alpi Retiche orientali > Alpi Venoste > Alpi Venoste Orientali > Cresta di Senales > Nodo dell'Altissima	Alpi Orientali	Alpi Centro-orientali	Alpi Retiche orientali	Alpi Venoste	Alpi Venoste Orientali	Cresta di Senales	Nodo dell'Altissima	II/A-16.I-A.5.e
Cima Catinaccio	46.454076	11.621711	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent		1874	1874	Charles Comyns Tucker, T. H. Carson, François Devouassoud		Charles Comyns Tucker, T. H. Carson, François Devouassoud		2500	2981	Alpi Orientali > Alpi Sud-orientali > Dolomiti > Dolomiti di Gardena e di Fassa > Dolomiti di Fassa > Gruppo del Catinaccio > 	Alpi Orientali	Alpi Sud-orientali	Dolomiti	Dolomiti di Gardena e di Fassa	Dolomiti di Fassa	Gruppo del Catinaccio		II/C-31.III-B.8
Cima del Prete	46.966147	11.164162	FALSE				First absolute ascent		26 luglio1870	1870	Richard Gutberlet, Andrä Purtscheller, Alois Tanzer		Richard Gutberlet, Andrä Purtscheller, Alois Tanzer		3000	3458	Alpi Orientali > Alpi Centro-orientali > Alpi Retiche orientali > Alpi dello Stubai > Alpi Breonie Occidentali > Gruppo di Ridanna > Gruppo del Pan di Zucchero i.s.a.	Alpi Orientali	Alpi Centro-orientali	Alpi Retiche orientali	Alpi dello Stubai	Alpi Breonie Occidentali	Gruppo di Ridanna	Gruppo del Pan di Zucchero i.s.a.	II/A-16.II-A.1.a/b
Ruderhofspitze	47.039422	11.143563	FALSE				First absolute ascent		30 agosto 1864	1864	Karl Jr. Baedeker, Pankraz Gleinser, Alois Tanzer, Anton von Ruthner		Karl Jr. Baedeker, Pankraz Gleinser, Alois Tanzer, Anton von Ruthner		3000	3474	Alpi Orientali > Alpi Centro-orientali > Alpi Retiche orientali > Alpi dello Stubai > Alpi dello Stubai del Nord > Gruppo dello Schrankogel > Gruppo Schrankogel-Ruderhofspitze	Alpi Orientali	Alpi Centro-orientali	Alpi Retiche orientali	Alpi dello Stubai	Alpi dello Stubai del Nord	Gruppo dello Schrankogel	Gruppo Schrankogel-Ruderhofspitze	II/A-16. II-B.3.a
Schesaplana	47.05385	9.7074	FALSE				First absolute ascent		24 agosto1610	1610	Christa Barball, Claus Manall, David Pappus		Christa Barball, Claus Manall, David Pappus		2500	2964	Alpi orientali > Alpi Centro-orientali > Alpi Retiche occidentali > Catena del Rätikon > Gruppo del Rätikon > Gruppo Schesaplana-Fundelkopf-Girenspitz > Gruppo dello Schesaplana	Alpi orientali	Alpi Centro-orientali	Alpi Retiche occidentali	Catena del Rätikon	Gruppo del Rätikon	Gruppo Schesaplana-Fundelkopf-Girenspitz	Gruppo dello Schesaplana	II/A-15.VIII-A.3.a
Sciora di Dentro	46.297333	9.624667	FALSE				First absolute ascent		14 agosto 1888	1888	Theodor Curtius, R. Wiesner	C. Klucker	Theodor Curtius, R. Wiesner, C. Klucker		3000	3275	Alpi Orientali > Alpi Centro-orientali > Alpi Retiche occidentali > Alpi del Bernina > Monti della Val Bregaglia > Gruppo del Castello > Costiera Sciora-Cacciabella	Alpi Orientali	Alpi Centro-orientali	Alpi Retiche occidentali	Alpi del Bernina	Monti della Val Bregaglia	Gruppo del Castello	Costiera Sciora-Cacciabella	II/A-15.III-B.3.d
Cima Cunturines	46.575952	11.977923	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent		4 agosto 1880	1880	Santo Siorpaes, Albrecht Grünwald		Santo Siorpaes, Albrecht Grünwald		3000	3064	Alpi Orientali > Alpi Sud-orientali > Dolomiti > Dolomiti di Sesto, di Braies e d'Ampezzo > Dolomiti Orientali di Badia > Gruppo delle Cunturines > 	Alpi Orientali	Alpi Sud-orientali	Dolomiti	Dolomiti di Sesto, di Braies e d'Ampezzo	Dolomiti Orientali di Badia	Gruppo delle Cunturines		II/C-31.I-C.12
Cima Mondini	44.199444	7.316389	FALSE				First absolute ascent		25 giugno1890	1890	Ludwig Purtschellere, Walter Bodenmann		Ludwig Purtschellere, Walter Bodenmann		2500	2915	Alpi Occidentali > Alpi Sud-occidentali > Alpi Marittime e Prealpi di Nizza > Alpi Marittime > Catena Argentera-Pépoiri-Matto > Gruppo dell'Argentera > Catena dell'Oriol	Alpi Occidentali	Alpi Sud-occidentali	Alpi Marittime e Prealpi di Nizza	Alpi Marittime	Catena Argentera-Pépoiri-Matto	Gruppo dell'Argentera	Catena dell'Oriol	I/A-2.1-B.6.b
Cima Presanella	46.219444	10.664167	FALSE				First absolute ascent		27 agosto1864	1864	Douglas William Freshfield, François Devouassoud, M. Beachroft, I.D. Walker		Douglas William Freshfield, François Devouassoud, M. Beachroft, I.D. Walker		3500	3557	Alpi Orientali > Alpi Sud-orientali > Alpi Retiche meridionali > Alpi dell'Adamello e della Presanella > Gruppo della Presanella > Massiccio della Presanella > Crinale di Stavel	Alpi Orientali	Alpi Sud-orientali	Alpi Retiche meridionali	Alpi dell'Adamello e della Presanella	Gruppo della Presanella	Massiccio della Presanella	Crinale di Stavel	II/C-28.III-B.4.b
Cima Una	46.639167	12.348056	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent		26 luglio 1879	1879	Loránd Eötvös,Michel Innerkofler, F. Happacher		Loránd Eötvös,Michel Innerkofler, F. Happacher		2500	2698	Alpi Orientali > Alpi Sud-orientali > Dolomiti > Dolomiti di Sesto, di Braies e d'Ampezzo > Dolomiti di Sesto > Gruppo Paterno-Cima Una > Nodo della Cima Una	Alpi Orientali	Alpi Sud-orientali	Dolomiti	Dolomiti di Sesto, di Braies e d'Ampezzo	Dolomiti di Sesto	Gruppo Paterno-Cima Una	Nodo della Cima Una	II/C-31.I-A.3.b
Aiguille des Grands Charmoz	45.904444	6.918889	FALSE				First absolute ascent		9 agosto1885	1885	Henri Dunod, P. Vignon	J. Desailloux, F. Folliguet, F. Simond, G. Simond	Henri Dunod, P. Vignon, J. Desailloux, F. Folliguet, F. Simond, G. Simond		3000	3445	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Monte Bianco > Massiccio del Monte Bianco > Catena delle Aiguilles de Chamonix > Gruppo Charmoz-Grépon	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Monte Bianco	Massiccio del Monte Bianco	Catena delle Aiguilles de Chamonix	Gruppo Charmoz-Grépon	I/B-7.V-B.3.d
Aiguille du Chardonnet	45.968879	7.001073	FALSE				First absolute ascent		1 agosto1879	1879	Percy W. Thomas	Josef Imboden, Josef Marie Lochmatter	Percy W. Thomas, Josef Imboden, Josef Marie Lochmatter	[1]	3500	3824	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Monte Bianco > Massiccio Dolent-Argentière-Trient > Catena Dolent-Tour Noir-Argentière > Costiera del Chardonnet	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Monte Bianco	Massiccio Dolent-Argentière-Trient	Catena Dolent-Tour Noir-Argentière	Costiera del Chardonnet	I/B-7.V-C.6.d
Aiguille du Tacul	45.886143	6.960161	FALSE				First absolute ascent		15 gennaio 1905	1905	David Couttet, Jacques Couttet	John D. Forbes, Travels	David Couttet, Jacques Couttet, John D. Forbes, Travels		3000	3438	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Monte Bianco > Massiccio del Monte Bianco > Catena Rochefort-Grandes Jorasses-Leschaux > Gruppo di Rochefort	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Monte Bianco	Massiccio del Monte Bianco	Catena Rochefort-Grandes Jorasses-Leschaux	Gruppo di Rochefort	I/B-7.V-B.4.a/b
Aiguille Noire de Peuterey	45.815056	6.893611	FALSE				First absolute ascent		05/08/1877	1877	Lord Wentworth, Émile Rey, Jean-Baptiste Bich		Lord Wentworth, Émile Rey, Jean-Baptiste Bich	[1]	3500	3773	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Monte Bianco > Massiccio del Monte Bianco > Gruppo del Monte Bianco > Contrafforti italiani del Monte Bianco	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Monte Bianco	Massiccio del Monte Bianco	Gruppo del Monte Bianco	Contrafforti italiani del Monte Bianco	I/B-7.V-B.2.c/d
Cervino	45.976389	7.658333	TRUE	La drammatica conquista di Edward Whymper che segnò un'epoca, con la tragica perdita di quattro compagni durante la discesa.			First absolute ascent		14 luglio 1865	1865	Edward Whymper, Lord Francis Douglas, Charles Hudson, Douglas Robert Hadow	Michel Croz, Peter Taugwalder senior, Peter Taugwalder junior	Edward Whymper, Lord Francis Douglas, Charles Hudson, Douglas Robert Hadow, Michel Croz, Peter Taugwalder senior, Peter Taugwalder junior		4000	4478	Alpi Centrali > Alpi Nord-occidentali > Alpi Pennine > Alpi del Weisshorn e del Cervino > Catena Bouquetins-Cervino > Gruppo Dents d'Hérens-Cervino > Sottogruppo del Cervino	Alpi Centrali	Alpi Nord-occidentali	Alpi Pennine	Alpi del Weisshorn e del Cervino	Catena Bouquetins-Cervino	Gruppo Dents d'Hérens-Cervino	Sottogruppo del Cervino	I/B-9.II-A.2.b
Dent d'Hérens	45.970043	7.605021	FALSE				First absolute ascent		12 agosto 1863	1863	Florence Crauford Grove, William Edward Hall, Reginald Somerled Macdonald, Montagu Woodmass	Melchior Anderegg, Jean-Pierre Cachat, Peter Perren	Florence Crauford Grove, William Edward Hall, Reginald Somerled Macdonald, Montagu Woodmass, Melchior Anderegg, Jean-Pierre Cachat, Peter Perren		4000	4173	Alpi Occidentali > Alpi Nord-occidentali > Alpi Pennine > Alpi del Weisshorn e del Cervino > Catena Bouquetins-Cervino > Gruppo Dent d'Hérens-Cervino > Sottogruppo della Dent d'Hérens	Alpi Occidentali	Alpi Nord-occidentali	Alpi Pennine	Alpi del Weisshorn e del Cervino	Catena Bouquetins-Cervino	Gruppo Dent d'Hérens-Cervino	Sottogruppo della Dent d'Hérens	I/B-9.II-A.2.a
Mont Mallet	45.865778	6.96142	FALSE				First absolute ascent		4 settembre1871	1871	Gabriel Loppe, Leslie Stephen, Frederich A. Wallroth, Melchior Anderegg,  Jean-Pierre Cachat, Alexandre Tournier		Gabriel Loppe, Leslie Stephen, Frederich A. Wallroth, Melchior Anderegg,  Jean-Pierre Cachat, Alexandre Tournier	Renato Chabod, Lorenzo Grivel, Silvio Saglio e Gino Buscaini, Monte Bianco, vol. II, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1968. [p. 76]	3500	3988	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Monte Bianco > Massiccio del Monte Bianco > Catena Rochefort-Grandes Jorasses-Leschaux > Gruppo di Rochefort	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Monte Bianco	Massiccio del Monte Bianco	Catena Rochefort-Grandes Jorasses-Leschaux	Gruppo di Rochefort	I/B-7.V-B.4.a/b
Monte Dom	46.095	7.86	FALSE				First absolute ascent		11 settembre 1858	1858	John Llewelyn-Davies, Johannes Zumtaugwald, Johann Kronig, Hieronymous Brantschen		John Llewelyn-Davies, Johannes Zumtaugwald, Johann Kronig, Hieronymous Brantschen		4500	4546	Alpi Occidentali > Alpi Nord-occidentali > Alpi Pennine > Alpi del Mischabel e del Weissmies > Massiccio del Mischabel > Catena dei Mischabel p.d. > 	Alpi Occidentali	Alpi Nord-occidentali	Alpi Pennine	Alpi del Mischabel e del Weissmies	Massiccio del Mischabel	Catena dei Mischabel p.d.		I/B-9.V-A.2
Punta Budden (Alpi Pennine)	45.934447	7.58601	FALSE				First absolute ascent		1904	1904	Ugo De Amicis, Guido Rey	Aimé Maquignaz, Ange Maquignaz, Joseph Pession	Ugo De Amicis, Guido Rey, Aimé Maquignaz, Ange Maquignaz, Joseph Pession		3500	3630	Alpi Occidentali > Alpi Nord-occidentali > Alpi Pennine > Alpi del Weisshorn e del Cervino > Catena Bouquetins-Cervino > Gruppo Dents d'Hérens-Cervino > Sottogruppo delle Grandes et Petites Murailles	Alpi Occidentali	Alpi Nord-occidentali	Alpi Pennine	Alpi del Weisshorn e del Cervino	Catena Bouquetins-Cervino	Gruppo Dents d'Hérens-Cervino	Sottogruppo delle Grandes et Petites Murailles	I/B-9.II-A.2.c
Punta Roma	44.689611	7.075639	FALSE				First absolute ascent		29 agosto1905	1905	Ubaldo Valbusa, Claudio Perotti		Ubaldo Valbusa, Claudio Perotti		3000	3070	Alpi Occidentali > Alpi Sud-occidentali > Alpi Cozie > Alpi del Monviso > Gruppo del Monviso > Gruppo del Monvisopropriamente detto > Nodo del Monviso	Alpi Occidentali	Alpi Sud-occidentali	Alpi Cozie	Alpi del Monviso	Gruppo del Monviso	Gruppo del Monvisopropriamente detto	Nodo del Monviso	I/A-4.I-C.8.a
Punta Udine	44.697072	7.074047	FALSE				First absolute ascent		1º settembre1899	1899	Giuseppe Morassutti, Giuseppe Perotti		Giuseppe Morassutti, Giuseppe Perotti		3000	3022	Alpi Occidentali > Alpi Sud-occidentali > Alpi Cozie > Alpi del Monviso > Gruppo del Monviso > Gruppo del Monvisopropriamente detto > Nodo del Monviso	Alpi Occidentali	Alpi Sud-occidentali	Alpi Cozie	Alpi del Monviso	Gruppo del Monviso	Gruppo del Monvisopropriamente detto	Nodo del Monviso	I/A-4.I-C.8.a
Škrlatica	46.4333	13.8167	FALSE				First absolute ascent		1880	1880	Julius Kugy, Andrej Komac, Matija Kravanja		Julius Kugy, Andrej Komac, Matija Kravanja		2500	2740	Alpi Orientali > Alpi Sud-orientali > Alpi e Prealpi Giulie > Alpi Giulie > Catena della Škrlatica > Gruppo della Škrlatica > Nodo della Škrlatica	Alpi Orientali	Alpi Sud-orientali	Alpi e Prealpi Giulie	Alpi Giulie	Catena della Škrlatica	Gruppo della Škrlatica	Nodo della Škrlatica	II/C-34.I-D.7.a
Trisselwand	47.646068	13.813441	FALSE				First absolute ascent		1906	1906	Karl Greenitz, Franz Kleinhans, Hans Reinl		Karl Greenitz, Franz Kleinhans, Hans Reinl		1500	1754	Alpi Orientali > Alpi Nord-orientali > Alpi del Salzkammergut e dell'Alta Austria > Monti Totes >  >  > 	Alpi Orientali	Alpi Nord-orientali	Alpi del Salzkammergut e dell'Alta Austria	Monti Totes				II/B-25.III
Vetta d'Italia	47.091111	12.180556	FALSE				First absolute ascent		10 luglio 1895	1895	Fritz Koegel, Franz Hofer		Fritz Koegel, Franz Hofer		2500	2912	Alpi Orientali > Alpi Centro-orientali > Alpi dei Tauri occidentali > Alpi della Zillertal > Gruppo del Reichenspitze > Catena Reichenspitze-Vetta d'Italia > Massiccio della Vetta d'Italia	Alpi Orientali	Alpi Centro-orientali	Alpi dei Tauri occidentali	Alpi della Zillertal	Gruppo del Reichenspitze	Catena Reichenspitze-Vetta d'Italia	Massiccio della Vetta d'Italia	II/A-17.I-D.8.b
Aiguille de Bionnassay	45.836	6.818	FALSE				First absolute ascent		28/07/1865	1865	Edward North Buxton, Florence Crauford Grove, Reginald Somerled Macdonald	Jean-Pierre Cachat, Michel-Clément Payot	Edward North Buxton, Florence Crauford Grove, Reginald Somerled Macdonald, Jean-Pierre Cachat, Michel-Clément Payot		4000	4052	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Monte Bianco > Massiccio del Monte Bianco > Gruppo del Monte Bianco > Gruppo Bionnassay-Goûter	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Monte Bianco	Massiccio del Monte Bianco	Gruppo del Monte Bianco	Gruppo Bionnassay-Goûter	I/B-7.V-B.2.a
Cima delle Lobbie	44.6278	7.113931	FALSE				First absolute ascent		15 aprile1897	1897	Ercole Daniele, Carlo Ratti, Alberto Viglino		Ercole Daniele, Carlo Ratti, Alberto Viglino		3000	3015	Alpi Occidentali > Alpi Sud-occidentali > Alpi Cozie > Alpi del Monviso > Gruppo del Monviso > Gruppo del Monvisopropriamente detto > Costiera Lobbie-Rasciassa-Garitta Nuova	Alpi Occidentali	Alpi Sud-occidentali	Alpi Cozie	Alpi del Monviso	Gruppo del Monviso	Gruppo del Monvisopropriamente detto	Costiera Lobbie-Rasciassa-Garitta Nuova	I/A-4.I-C.8.b
Cime de l'Encoula	44.905	6.283333	FALSE				First absolute ascent		1º agosto 1879	1879	Henry Duhamel	Pierre Gaspardpadre, Giraud-Lézin	Henry Duhamel, Pierre Gaspardpadre, Giraud-Lézin		3500	3536	Alpi Occidentali > Alpi Sud-occidentali > Alpi del Delfinato > Massiccio degli Écrins > Catena Olan-Rouies > Gruppo del Vallon des Étages > Catena Vallon des Étages-Encoula	Alpi Occidentali	Alpi Sud-occidentali	Alpi del Delfinato	Massiccio degli Écrins	Catena Olan-Rouies	Gruppo del Vallon des Étages	Catena Vallon des Étages-Encoula	I/A-5.III-D.14.a
Monte Granero	44.718521	7.06702	FALSE				First absolute ascent		23 agosto 1879	1879	E. Bianco, A. e C. Fiorio, F. Pagagnone, Carlo Ratti		E. Bianco, A. e C. Fiorio, F. Pagagnone, Carlo Ratti		3000	3171	Alpi Occidentali > Alpi Sud-occidentali > Alpi Cozie > Alpi del Monviso > Gruppo del Monviso > Gruppo Granero-Frioland > Gruppo del Monte Granero	Alpi Occidentali	Alpi Sud-occidentali	Alpi Cozie	Alpi del Monviso	Gruppo del Monviso	Gruppo Granero-Frioland	Gruppo del Monte Granero	I/A-4.I-C.9.a
Piz Grisch	46.531222	9.472944	FALSE				First absolute ascent		1861	1861	Christian Hössli		Christian Hössli		3000	3062	Alpi Orientali > Alpi Centro-orientali > Alpi Retiche occidentali > Alpi del Platta > Catena Platta-Forbesch-Curver > Gruppo Grisch-Curver > 	Alpi Orientali	Alpi Centro-orientali	Alpi Retiche occidentali	Alpi del Platta	Catena Platta-Forbesch-Curver	Gruppo Grisch-Curver		II/A-15.I-B.5
Piz Linard	46.7989	10.0714	FALSE				First absolute ascent		1º agosto 1835	1835	O. Heer, Johann Madutz		O. Heer, Johann Madutz		3000	3411	Alpi Orientali > Alpi Centro-orientali > Alpi Retiche occidentali > Alpi del Silvretta, del Samnaun e del Verwall > Gruppo del Silvretta > Catena Piz Linard-Verstankla > Gruppo Vernela-Piz Linard	Alpi Orientali	Alpi Centro-orientali	Alpi Retiche occidentali	Alpi del Silvretta, del Samnaun e del Verwall	Gruppo del Silvretta	Catena Piz Linard-Verstankla	Gruppo Vernela-Piz Linard	II/A-15.VI-A.1.c/b
Punta Parrot	45.919444	7.869444	FALSE				First absolute ascent		16 agosto 1863	1863	Reginald Somerled Macdonald, Florence Crauford Grove, Montagu Woodmass	Melchior Anderegg, Peter Perren	Reginald Somerled Macdonald, Florence Crauford Grove, Montagu Woodmass, Melchior Anderegg, Peter Perren		4000	4434	Alpi Occidentali > Alpi Nord-occidentali > Alpi Pennine > Alpi del Monte Rosa > Gruppo del Monte Rosa > Massiccio del Monte Rosa > 	Alpi Occidentali	Alpi Nord-occidentali	Alpi Pennine	Alpi del Monte Rosa	Gruppo del Monte Rosa	Massiccio del Monte Rosa		I/B-9.III-A.2
Rocca dei Baranci	46.688333	12.2775	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent		28 luglio 1878	1878	J. Oberschneider		J. Oberschneider		2500	2966	Alpi Orientali > Alpi Sud-orientali > Dolomiti > Dolomiti di Sesto, di Braies e d'Ampezzo > Dolomiti di Sesto > Gruppo Rondoi-Baranci > Ramo della Rocca dei Baranci	Alpi Orientali	Alpi Sud-orientali	Dolomiti	Dolomiti di Sesto, di Braies e d'Ampezzo	Dolomiti di Sesto	Gruppo Rondoi-Baranci	Ramo della Rocca dei Baranci	II/C-31.I-A.1.a
Täschhorn	46.083611	7.857222	FALSE				First absolute ascent		30 luglio 1862	1862	John Llewelyn-Davies, J. W. Hayward	Stefan Zumtaugwald, Johannes Zumtaugwald, Peter-Josef Summermatter	John Llewelyn-Davies, J. W. Hayward, Stefan Zumtaugwald, Johannes Zumtaugwald, Peter-Josef Summermatter		4000	4491	Alpi Occidentali > Alpi Nord-occidentali > Alpi Pennine > Alpi del Mischabel e del Weissmies > Massiccio del Mischabel > Catena del Mischabel > 	Alpi Occidentali	Alpi Nord-occidentali	Alpi Pennine	Alpi del Mischabel e del Weissmies	Massiccio del Mischabel	Catena del Mischabel		I/B-9.V-A.2
Tête Blanche (Alpi Pennine)	45.987417	7.574861	FALSE				First absolute ascent		15 agosto1849	1849	Gottlieb Lauterburg, Gottlieb Samuel Studer, Melchior Ulrich, Anton Binner, Joseph Binner, Niklaus Inderbinnen, Johann Madutz		Gottlieb Lauterburg, Gottlieb Samuel Studer, Melchior Ulrich, Anton Binner, Joseph Binner, Niklaus Inderbinnen, Johann Madutz	[1]	3500	3710	Alpi Occidentali > Alpi Nord-occidentali > Alpi Pennine > Alpi del Weisshorn e del Cervino > Catena Bouquetins-Cervino > Gruppo Bouquetins-Mont Brulé > Sottogruppo dei Bouquetins	Alpi Occidentali	Alpi Nord-occidentali	Alpi Pennine	Alpi del Weisshorn e del Cervino	Catena Bouquetins-Cervino	Gruppo Bouquetins-Mont Brulé	Sottogruppo dei Bouquetins	I/B-9.II-A.1.b
Grand Flambeau	45.847934	6.927602	FALSE				First absolute ascent		20/07/1866	1866	Henri Cordier, Jakob Anderegg, Kaspar Maurer		Henri Cordier, Jakob Anderegg, Kaspar Maurer		3500	3566	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Monte Bianco > Massiccio del Monte Bianco > Gruppo del Monte Bianco > Gruppo della Tour Ronde	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Monte Bianco	Massiccio del Monte Bianco	Gruppo del Monte Bianco	Gruppo della Tour Ronde	I/B-7.V-B.2.f/b
Aiguilles du Dru Aiguilles du Dru	45.932778	6.956389	FALSE				First absolute ascent		12/09/1878	1878	Clinton Thomas Dent, James Walker Hartley, Alexander Burgener, Kaspar Maurer		Clinton Thomas Dent, James Walker Hartley, Alexander Burgener, Kaspar Maurer		3500	3754	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Monte Bianco > Massiccio del Monte Bianco > Catena dell'Aiguille Verte > Gruppo Aiguille Verte-Aiguilles du Dru	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Monte Bianco	Massiccio del Monte Bianco	Catena dell'Aiguille Verte	Gruppo Aiguille Verte-Aiguilles du Dru	I/B-7.V-B.5.c/a
La Sengla	45.945689	7.471726	FALSE				First absolute ascent		22 luglio 1867	1867	Carl Shroeder, Séraphine Bessard		Carl Shroeder, Séraphine Bessard		3500	3714	Alpi Occidentali > Alpi Nord-occidentali > Alpi Pennine > Alpi del Grand Combin > Catena Gelé-Collon > Catena Blanchen-Collon > Gruppo Blanchen-Collon	Alpi Occidentali	Alpi Nord-occidentali	Alpi Pennine	Alpi del Grand Combin	Catena Gelé-Collon	Catena Blanchen-Collon	Gruppo Blanchen-Collon	
Lenzspitze	46.104722	7.868611	FALSE				First absolute ascent		1870	1870	Clinton Thomas Dent	Alexander Burgener, Franz Burgener	Clinton Thomas Dent, Alexander Burgener, Franz Burgener		4000	4293	Alpi Occidentali > Alpi Nord-occidentali > Alpi Pennine > Alpi del Mischabel e del Weissmies > massiccio del Mischabel > Catena dei Mischabel p.d. > 	Alpi Occidentali	Alpi Nord-occidentali	Alpi Pennine	Alpi del Mischabel e del Weissmies	massiccio del Mischabel	Catena dei Mischabel p.d.		I/B-9.V-A.2
